-69.6,2.3318458164827303
-67.6,2.3562060959312245
-65.6,2.3368365191509555
-63.6,2.328743728077721
-61.6,2.333159948549144
-59.6,2.3612169711994815
-57.6,2.3601760613929716
-55.6,2.335765478938213
-53.6,2.3195387875297726
-51.6,2.2701647354904364
-49.6,2.2207552826740553
-47.6,2.180131223072166
-45.6,2.092463601852612
-43.6,1.9551938034383045
-41.6,1.683090828421318
-39.6,1.3641408220587798
-37.6,1.0618686746785881
-35.6,0.820134827424553
-33.6,0.6346964939869033
-31.6,0.6329578817722548
-29.6,0.6711534035603605
-27.6,0.5861221443015857
-25.6,0.43029264100016584
-23.6,0.2241556895337532
-21.6,0.15240789294185608
-19.6,0.07324910420475297
-17.6,0.0
-15.6,0.24325696575923397
-13.6,0.48179574877444753
-11.6,1.0551387361654718
-9.6,1.618721247081544
-7.6,2.0173023783590005
-5.6,2.15381492163256
-3.6,2.062266024677526
-1.6,1.9716547366187231
0.4,1.9650091389667177
2.4,2.0139240785155303
4.4,2.479794793824871
6.4,2.9339236099919113
8.4,3.188914115439765
10.4,2.925646507168039
12.4,3.0626527870899367
14.4,3.5344232400409292
16.4,3.6355315006705413
18.4,3.5320536167584455
20.4,3.1233524412674605
22.4,2.7625428241397727
24.4,2.4738700271703955
26.4,1.9109513865058074
28.4,1.7181915153491132
30.4,1.717383375345055
32.4,1.7240731236321707
34.4,2.1863893586028813
36.4,2.4253751253307363
38.4,2.1642620497966023
40.4,2.055507218360231
42.4,2.1285036502417634
44.4,2.300740271752253
46.4,2.4616256195000434
48.4,2.559924433773544
50.4,2.5765279519571815
52.4,2.594364173232128
54.4,2.622175773338365
56.5,2.635725101364945
58.4,2.6408685771353695
60.4,2.686729779235389
62.4,2.703063817007057
64.4,2.7136919746329573
66.4,2.705977081235492
68.4,2.69407968942775
70.4,2.744242096139029
72.4,2.705400896790119
